"id","inv","desc","status","created_at","updated_at"
"5111","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 14:01:21","1/11/2025 14:01:21"
"5112","BGD1.INV.25.735260","Tidak ada invoice weighing detailnya","3","1/11/2025 14:30:24","1/11/2025 14:30:24"
"5113","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 14:32:26","1/11/2025 14:32:26"
"5114","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 15:01:21","1/11/2025 15:01:21"
"5115","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 15:31:07","1/11/2025 15:31:07"
"5116","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 16:00:35","1/11/2025 16:00:35"
"5117","BGD1.INV.25.742968","Tidak ada invoice weighing detailnya","3","1/11/2025 16:30:34","1/11/2025 16:30:34"
"5118","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 16:33:27","1/11/2025 16:33:27"
"5119","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 17:00:06","1/11/2025 17:00:06"
"5120","BGD1.INV.25.809484","Tidak ada invoice weighing detailnya","3","1/11/2025 17:30:07","1/11/2025 17:30:07"
"5121","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 18:00:06","1/11/2025 18:00:06"
"5122","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 18:30:06","1/11/2025 18:30:06"
"5123","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 19:00:06","1/11/2025 19:00:06"
"5124","BGD1.INV.25.809484","Tidak ada invoice weighing detailnya","3","1/11/2025 19:30:06","1/11/2025 19:30:06"
"5125","BGD1.INV.25.805652","Tidak ada invoice weighing detailnya","3","1/11/2025 20:00:06","1/11/2025 20:00:06"
"5126","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","1/11/2025 20:30:06","1/11/2025 20:30:06"
"5127","BGD1.INV.25.805652","Tidak ada invoice weighing detailnya","3","1/11/2025 21:00:06","1/11/2025 21:00:06"
"5128","BGD1.INV.25.805665","Tidak ada invoice weighing detailnya","3","1/11/2025 21:30:06","1/11/2025 21:30:06"
"5129","BGD1.INV.25.805688","Tidak ada invoice weighing detailnya","3","1/11/2025 22:00:11","1/11/2025 22:00:11"
"5130","BGD1.INV.24.662517","Tidak ada data customer","2","1/11/2025 22:30:06","1/11/2025 22:30:06"
"5131","BGD1.INV.25.805665","Tidak ada invoice weighing detailnya","3","1/11/2025 22:30:06","1/11/2025 22:30:06"
"5132","BGD1.INV.25.805709","Tidak ada invoice weighing detailnya","3","1/11/2025 23:00:09","1/11/2025 23:00:09"
"5133","BGD1.INV.25.735273","Tidak ada invoice weighing detailnya","3","1/11/2025 23:31:54","1/11/2025 23:31:54"
"5134","BGD1.INV.25.805688","Tidak ada invoice weighing detailnya","3","1/11/2025 23:34:16","1/11/2025 23:34:16"
"5135","BGD1.INV.25.805652","Tidak ada invoice weighing detailnya","3","2/11/2025 00:03:07","2/11/2025 00:03:07"
"5136","BGD1.INV.25.729054","Tidak ada invoice weighing detailnya","3","2/11/2025 00:30:19","2/11/2025 00:30:19"
"5137","BGD1.INV.25.809484","Tidak ada invoice weighing detailnya","3","2/11/2025 00:30:52","2/11/2025 00:30:52"
"5138","BGD1.INV.25.805709","Tidak ada invoice weighing detailnya","3","2/11/2025 01:00:54","2/11/2025 01:00:54"
"5139","BGD1.INV.25.805665","Tidak ada invoice weighing detailnya","3","2/11/2025 01:30:42","2/11/2025 01:30:42"
"5140","BGD1.INV.25.805688","Tidak ada invoice weighing detailnya","3","2/11/2025 02:01:18","2/11/2025 02:01:18"
"5141","BGD1.INV.25.805652","Tidak ada invoice weighing detailnya","3","2/11/2025 02:30:53","2/11/2025 02:30:53"
"5142","BGD1.INV.24.657281","Tidak ada invoice weighing detailnya","3","2/11/2025 03:00:06","2/11/2025 03:00:06"
"5143","BGD1.INV.25.805665","Tidak ada invoice weighing detailnya","3","2/11/2025 03:00:38","2/11/2025 03:00:38"
"5144","BGD1.INV.25.805688","Tidak ada invoice weighing detailnya","3","2/11/2025 03:31:41","2/11/2025 03:31:41"
"5145","BGD1.INV.25.797441","Tidak ada invoice weighing detailnya","3","2/11/2025 04:01:13","2/11/2025 04:01:13"
"5146","BGD1.INV.25.809484","Tidak ada invoice weighing detailnya","3","2/11/2025 04:30:34","2/11/2025 04:30:34"
"5147","BGD1.INV.21.999999","Tidak ada invoice weighing detailnya","3","2/11/2025 04:31:03","2/11/2025 04:31:03"
"5148","BGD1.INV.24.645501","Tidak ada invoice weighing detailnya","3","2/11/2025 04:31:03","2/11/2025 04:31:03"
"5149","BGD1.INV.25.805709","Tidak ada invoice weighing detailnya","3","2/11/2025 04:31:03","2/11/2025 04:31:03"
"5150","BGD1.INV.25.805709","Tidak ada invoice weighing detailnya","3","2/11/2025 05:00:51","2/11/2025 05:00:51"
"5151","BGD1.INV.25.809484","Tidak ada invoice weighing detailnya","3","2/11/2025 05:30:22","2/11/2025 05:30:22"
"5152","BGD1.INV.25.805652","Tidak ada invoice weighing detailnya","3","2/11/2025 06:00:20","2/11/2025 06:00:20"
